model_name,model_year,sale_price,mileage,car_age,yearly_maint,maintenance_status,assigned_tier
"GLA Class",2016,18390,43225,10,800,Major,Economy
"A Class",2018,16047,20495,8,686,Major,Economy
"E Class",2014,11972,75829,12,2098,Major,Premium
"C Class",2014,13251,56219,12,1399,Major,Standard
"A Class",2013,9691,57530,13,1007,Minor,Economy
"GLA Class",2015,15150,24892,11,864,Minor,Economy
"C Class",2015,13390,88218,11,1295,Minor,Standard
"E Class",2017,21732,18636,9,1666,Minor,Premium
"A Class",2017,16722,18894,9,740,Minor,Economy
"E Class",2019,55830,9325,7,1428,Minor,Premium
"V Class",2019,44410,4362,7,1428,Minor,Premium
"GLE Class",2019,49883,9922,7,1428,Minor,Premium
"C Class",2019,26530,3995,7,952,Minor,Standard
"C Class",2019,25830,6516,7,952,Minor,Standard
"C Class",2020,33111,4000,6,882,Major,Standard
"A Class",2020,30231,4000,6,588,Major,Economy
"A Class",2020,42990,4001,6,588,Major,Economy
"A Class",2015,11632,37883,11,864,Minor,Economy
"A Class",2019,22980,10562,7,635,Minor,Economy
"GLC Class",2018,30500,8648,8,1542,Major,Premium
"GLC Class",2018,29480,14510,8,1542,Major,Premium
"E Class",2018,20980,32600,8,1542,Major,Premium
"C Class",2019,24980,4444,7,952,Minor,Standard
"C Class",2019,24000,7286,7,952,Minor,Standard
"A Class",2017,14980,36040,9,740,Minor,Economy
"GLC Class",2019,32980,3403,7,1428,Minor,Premium
"B Class",2019,23980,2888,7,635,Minor,Economy
"C Class",2019,30980,3402,7,952,Minor,Standard
"E Class",2019,34544,5508,7,1428,Minor,Premium
"A Class",2013,10662,40104,13,1007,Minor,Economy
"GLA Class",2015,15632,55787,11,864,Minor,Economy
"GLC Class",2016,24642,20345,10,1799,Major,Premium
"A Class",2017,16862,21047,9,740,Minor,Economy
"C Class",2019,34070,14413,7,952,Minor,Standard
"A Class",2016,19671,17062,10,800,Major,Economy
"C Class",2017,17230,33538,9,1111,Minor,Standard
"E Class",2013,10491,37895,13,2266,Minor,Premium
"A Class",2016,14480,21547,10,800,Major,Economy
"C Class",2019,28480,15160,7,952,Minor,Standard
"C Class",2019,29480,10844,7,952,Minor,Standard
"C Class",2019,42000,3864,7,952,Minor,Standard
"GLE Class",2019,52500,3866,7,1428,Minor,Premium
"GLA Class",2017,17800,10538,9,740,Minor,Economy
"GLA Class",2017,16000,30886,9,740,Minor,Economy
"A Class",2015,11995,51087,11,864,Minor,Economy
"A Class",2015,17498,14221,11,864,Minor,Economy
"E Class",2018,24676,6957,8,1542,Major,Premium
"GLC Class",2017,25210,39140,9,1666,Minor,Premium
"C Class",2017,21991,20249,9,1111,Minor,Standard
"C Class",2017,49991,26000,9,1111,Minor,Standard
"GLA Class",2017,21062,21143,9,740,Minor,Economy
"A Class",2020,30231,4000,6,588,Major,Economy
"GLC Class",2019,32480,16353,7,1428,Minor,Premium
"C Class",2018,25812,11451,8,1028,Major,Standard
"GLA Class",2016,19012,39577,10,800,Major,Economy
"E Class",2013,15182,39632,13,2266,Minor,Premium
"A Class",2017,15781,17743,9,740,Minor,Economy
"A Class",2017,16781,27781,9,740,Minor,Economy
"CL Class",2017,20352,24353,9,2406,Minor,Luxury
"GLE Class",2016,36182,40945,10,1799,Major,Premium
"CL Class",2015,17042,31729,11,2807,Minor,Luxury
"A Class",2017,31352,14268,9,740,Minor,Economy
"E Class",2016,16556,49798,10,1799,Major,Premium
"GLA Class",2017,19852,34526,9,740,Minor,Economy
"C Class",2018,28652,8928,8,1028,Major,Standard
"A Class",2018,17092,27272,8,686,Major,Economy
"C Class",2019,24890,7917,7,952,Minor,Standard
"E Class",2018,30592,7684,8,1542,Major,Premium
"GLC Class",2015,23472,37322,11,1943,Minor,Premium
"A Class",2017,15981,15000,9,740,Minor,Economy
"E Class",2017,22576,23669,9,1666,Minor,Premium
"A Class",2019,20776,6722,7,635,Minor,Economy
"C Class",2017,24481,25003,9,1111,Minor,Standard
"GLE Class",2016,28293,37435,10,1799,Major,Premium
"C Class",2019,31040,4511,7,952,Minor,Standard
"CL Class",2017,21032,33384,9,2406,Minor,Luxury
"C Class",2019,20482,14061,7,952,Minor,Standard
"C Class",2019,28896,6765,7,952,Minor,Standard
"A Class",2019,19546,11661,7,635,Minor,Economy
"A Class",2017,13981,46257,9,740,Minor,Economy
"CL Class",2015,17972,33003,11,2807,Minor,Luxury
"S Class",2019,48896,9955,7,2063,Minor,Luxury
"C Class",2019,30516,5465,7,952,Minor,Standard
"C Class",2019,23206,9150,7,952,Minor,Standard
"C Class",2019,27826,6522,7,952,Minor,Standard
"C Class",2016,25532,15129,10,1199,Major,Standard
"GLA Class",2017,20542,19808,9,740,Minor,Economy
"GLC Class",2020,42781,4123,6,1322,Major,Premium
"C Class",2020,39981,4065,6,882,Major,Standard
"A Class",2020,37981,4004,6,588,Major,Economy
"GLA Class",2020,27681,4000,6,588,Major,Economy
"V Class",2019,53581,3000,7,1428,Minor,Premium
"A Class",2020,26981,1500,6,588,Major,Economy
"C Class",2017,34981,28174,9,1111,Minor,Standard
"C Class",2018,19902,45734,8,1028,Major,Standard
"E Class",2019,25636,14979,7,1428,Minor,Premium
"C Class",2019,26056,10096,7,952,Minor,Standard
"C Class",2019,22156,15179,7,952,Minor,Standard
"GLS Class",2019,48502,10721,7,2063,Minor,Luxury
"C Class",2017,17282,27107,9,1111,Minor,Standard
"C Class",2019,31716,9785,7,952,Minor,Standard
"A Class",2019,21990,120,7,635,Minor,Economy
"GLC Class",2019,47981,3686,7,1428,Minor,Premium
"GLC Class",2019,43981,6750,7,1428,Minor,Premium
"GLC Class",2019,41570,8892,7,1428,Minor,Premium
"B Class",2019,22550,5256,7,635,Minor,Economy
"GLE Class",2019,55981,9254,7,1428,Minor,Premium
"C Class",2019,50981,7721,7,952,Minor,Standard
"A Class",2019,30481,9485,7,635,Minor,Economy
"C Class",2015,17712,22958,11,1295,Minor,Standard
"GLA Class",2017,23192,13341,9,740,Minor,Economy
"CL Class",2013,16822,31250,13,3274,Minor,Luxury
"GLA Class",2018,23512,12796,8,686,Major,Economy
"C Class",2019,59830,6234,7,952,Minor,Standard
"C Class",2016,17902,29607,10,1199,Major,Standard
"CL Class",2019,35562,17098,7,2063,Minor,Luxury
"C Class",2019,29592,7325,7,952,Minor,Standard
"A Class",2018,21282,11923,8,686,Major,Economy
"A Class",2019,28681,5977,7,635,Minor,Economy
"CL Class",2019,29481,3605,7,2063,Minor,Luxury
"A Class",2019,123846,2951,7,635,Minor,Economy
"GLC Class",2019,40991,4911,7,1428,Minor,Premium
"GLC Class",2019,43591,5326,7,1428,Minor,Premium
"GLC Class",2019,40991,5117,7,1428,Minor,Premium
"E Class",2018,24892,9900,8,1542,Major,Premium
"SL CLASS",2019,77890,105,7,2063,Minor,Luxury
"A Class",2016,14162,30792,10,800,Major,Economy
"C Class",2018,23022,8890,8,1028,Major,Standard
"E Class",2016,19392,31019,10,1799,Major,Premium
"E Class",2019,37481,4800,7,1428,Minor,Premium
"GLC Class",2019,42676,11302,7,1428,Minor,Premium
"A Class",2019,30581,3209,7,635,Minor,Economy
"GLC Class",2019,41681,7910,7,1428,Minor,Premium
"GLE Class",2019,59922,8005,7,1428,Minor,Premium
"E Class",2017,21142,26928,9,1666,Minor,Premium
"E Class",2017,21602,40690,9,1666,Minor,Premium
"SL CLASS",2016,21481,29840,10,2599,Major,Luxury
"B Class",2017,16852,30506,9,740,Minor,Economy
"A Class",2019,125796,637,7,635,Minor,Economy
"C Class",2019,39290,4651,7,952,Minor,Standard
"A Class",2015,13822,27467,11,864,Minor,Economy
"C Class",2017,27462,13258,9,1111,Minor,Standard
"GLC Class",2020,46481,4000,6,1322,Major,Premium
"A Class",2020,26981,4000,6,588,Major,Economy
"E Class",2017,24992,23468,9,1666,Minor,Premium
"GLE Class",2019,55981,2572,7,1428,Minor,Premium
"S Class",2015,24981,30355,11,2807,Minor,Luxury
"C Class",2017,16481,43678,9,1111,Minor,Standard
"GLA Class",2017,21481,23630,9,740,Minor,Economy
"E Class",2019,25481,9436,7,1428,Minor,Premium
"B Class",2019,23216,2884,7,635,Minor,Economy
"A Class",2017,14812,20874,9,740,Minor,Economy
"GLC Class",2018,29442,11352,8,1542,Major,Premium
"A Class",2015,14092,47275,11,864,Minor,Economy
"A Class",2017,17100,15046,9,740,Minor,Economy
"GLA Class",2015,15020,63884,11,864,Minor,Economy
"CL Class",2017,18890,18427,9,2406,Minor,Luxury
"A Class",2016,15572,45902,10,800,Major,Economy
"E Class",2017,20282,42000,9,1666,Minor,Premium
"C Class",2017,21481,39769,9,1111,Minor,Standard
"SL CLASS",2016,16890,52122,10,2599,Major,Luxury
"GLA Class",2016,15504,65000,10,800,Major,Economy
"GLC Class",2016,19980,48795,10,1799,Major,Premium
"GLC Class",2017,21380,51000,9,1666,Minor,Premium
"GLC Class",2017,34647,21264,9,1666,Minor,Premium
X-CLASS,2019,30000,10000,7,1428,Minor,Premium
X-CLASS,2018,39000,3161,8,1542,Major,Premium
"A Class",2013,10190,32457,13,1007,Minor,Economy
"C Class",2020,28490,16388,6,882,Major,Standard
"GLC Class",2019,29260,11745,7,1428,Minor,Premium
"A Class",2017,15981,17210,9,740,Minor,Economy
"E Class",2016,19481,57645,10,1799,Major,Premium
"C Class",2017,23981,55381,9,1111,Minor,Standard
"A Class",2017,32981,25600,9,740,Minor,Economy
"GLC Class",2017,25481,42000,9,1666,Minor,Premium
"E Class",2017,19212,42984,9,1666,Minor,Premium
"A Class",2016,15502,20250,10,800,Major,Economy
"GLE Class",2017,25915,46847,9,1666,Minor,Premium
"E Class",2017,18337,35600,9,1666,Minor,Premium
"GLC Class",2016,27577,17809,10,1799,Major,Premium
"GLA Class",2016,20677,11868,10,800,Major,Economy
"GLC Class",2017,28880,22822,9,1666,Minor,Premium
"B Class",2016,11900,24468,10,800,Major,Economy
"GLA Class",2016,20480,33549,10,800,Major,Economy
"C Class",2019,53991,8011,7,952,Minor,Standard
"E Class",2020,42991,4000,6,1322,Major,Premium
"CL Class",2020,29991,4000,6,1910,Major,Luxury
"GLA Class",2020,25491,4000,6,588,Major,Economy
"V Class",2019,44631,4000,7,1428,Minor,Premium
"E Class",2016,18342,27141,10,1799,Major,Premium
"A Class",2018,18600,14826,8,686,Major,Economy
"GLC Class",2018,29400,8783,8,1542,Major,Premium
"A Class",2017,17548,19741,9,740,Minor,Economy
"GLA Class",2016,16294,23102,10,800,Major,Economy
"CL Class",2019,25991,10652,7,2063,Minor,Luxury
"CL Class",2019,25791,14055,7,2063,Minor,Luxury
"A Class",2019,22250,8338,7,635,Minor,Economy
"A Class",2019,19424,8276,7,635,Minor,Economy
"SL CLASS",2019,29990,14237,7,2063,Minor,Luxury
"A Class",2019,18900,8925,7,635,Minor,Economy
"GLC Class",2019,29260,11240,7,1428,Minor,Premium
"E Class",2019,24510,14885,7,1428,Minor,Premium
"CL Class",2018,21991,18637,8,2228,Major,Luxury
"E Class",2018,24220,8138,8,1542,Major,Premium
"E Class",2014,13750,54561,12,2098,Major,Premium
"GLA Class",2014,16190,57649,12,933,Major,Economy
"A Class",2019,18990,7679,7,635,Minor,Economy
"A Class",2016,15703,51841,10,800,Major,Economy
"GLE Class",2017,28490,23909,9,1666,Minor,Premium
"GLC Class",2017,24100,32894,9,1666,Minor,Premium
"V Class",2018,19498,26276,8,1542,Major,Premium
"V Class",2018,18998,24043,8,1542,Major,Premium
"M Class",2015,21698,38644,11,1943,Minor,Premium
"A Class",2019,19998,5355,7,635,Minor,Economy
"C Class",2017,17480,11906,9,1111,Minor,Standard
"B Class",2020,22980,16,6,588,Major,Economy
"A Class",2016,14480,24089,10,800,Major,Economy
"GLC Class",2019,73980,16,7,1428,Minor,Premium
"C Class",2019,31980,16,7,952,Minor,Standard
"C Class",2019,44980,4887,7,952,Minor,Standard
"A Class",2019,21980,16,7,635,Minor,Economy
"CL Class",2015,13750,41142,11,2807,Minor,Luxury
"GLC Class",2016,27480,36499,10,1799,Major,Premium
"C Class",2019,31480,3229,7,952,Minor,Standard
"A Class",2020,49980,16,6,588,Major,Economy
"C Class",2019,30480,6646,7,952,Minor,Standard
"C Class",2019,35980,3566,7,952,Minor,Standard
"GLC Class",2019,32480,3989,7,1428,Minor,Premium
"GLC Class",2019,31480,3068,7,1428,Minor,Premium
"C Class",2017,20480,12283,9,1111,Minor,Standard
"S Class",2016,28980,31210,10,2599,Major,Luxury
"GLA Class",2017,22000,16102,9,740,Minor,Economy
"E Class",2016,20480,25837,10,1799,Major,Premium
"C Class",2016,19000,28632,10,1199,Major,Standard
"E Class",2019,27991,9037,7,1428,Minor,Premium
"A Class",2013,11878,25151,13,1007,Minor,Economy
"GLS Class",2017,38750,30394,9,2406,Minor,Luxury
"A Class",2017,17891,19850,9,740,Minor,Economy
"GLA Class",2017,18991,23437,9,740,Minor,Economy
"GLA Class",2016,19490,29766,10,800,Major,Economy
"E Class",2017,20000,34495,9,1666,Minor,Premium
"GLA Class",2016,17480,49062,10,800,Major,Economy
"A Class",2016,14500,20960,10,800,Major,Economy
"GLA Class",2017,17490,20530,9,740,Minor,Economy
"GLA Class",2018,31490,20320,8,686,Major,Economy
"E Class",2014,13967,30200,12,2098,Major,Premium
"E Class",2016,18998,29466,10,1799,Major,Premium
"B Class",2019,22998,2745,7,635,Minor,Economy
"V Class",2018,19998,17876,8,1542,Major,Premium
"V Class",2018,19998,16146,8,1542,Major,Premium
"A Class",2020,21480,1385,6,588,Major,Economy
"CL Class",2017,16850,51150,9,2406,Minor,Luxury
"E Class",2019,33900,3501,7,1428,Minor,Premium
"A Class",2019,20398,8901,7,635,Minor,Economy
"C Class",2019,28480,8900,7,952,Minor,Standard
"E Class",2015,14611,56474,11,1943,Minor,Premium
"C Class",2019,28990,5904,7,952,Minor,Standard
"C Class",2019,35740,20016,7,952,Minor,Standard
"C Class",2019,24980,4238,7,952,Minor,Standard
"C Class",2019,29980,8709,7,952,Minor,Standard
"E Class",2016,22480,33662,10,1799,Major,Premium
"C Class",2017,21000,19566,9,1111,Minor,Standard
"E Class",2017,22000,24749,9,1666,Minor,Premium
"A Class",2015,15980,3587,11,864,Minor,Economy
"C Class",2019,31980,3986,7,952,Minor,Standard
"GLE Class",2019,47480,5034,7,1428,Minor,Premium
"C Class",2019,31000,3144,7,952,Minor,Standard
"GLC Class",2017,25980,25871,9,1666,Minor,Premium
"E Class",2017,22480,19092,9,1666,Minor,Premium
"A Class",2018,18750,21715,8,686,Major,Economy
"CL Class",2019,26980,13962,7,2063,Minor,Luxury
"A Class",2019,22980,8899,7,635,Minor,Economy
"A Class",2019,22980,7148,7,635,Minor,Economy
"C Class",2019,25980,14284,7,952,Minor,Standard
"C Class",2019,25980,15070,7,952,Minor,Standard
"A Class",2019,19250,15016,7,635,Minor,Economy
"A Class",2016,18290,30998,10,800,Major,Economy
"A Class",2018,20260,6401,8,686,Major,Economy
"C Class",2020,28590,1501,6,882,Major,Standard
"A Class",2019,20890,6588,7,635,Minor,Economy
"GLA Class",2020,21991,1695,6,588,Major,Economy
"C Class",2019,23991,9179,7,952,Minor,Standard
"A Class",2019,18138,15356,7,635,Minor,Economy
"C Class",2017,17127,45624,9,1111,Minor,Standard
"C Class",2016,17491,34794,10,1199,Major,Standard
"C Class",2019,28351,555,7,952,Minor,Standard
"C Class",2019,29000,6349,7,952,Minor,Standard
"C Class",2019,23980,5164,7,952,Minor,Standard
"S Class",2018,38980,11917,8,2228,Major,Luxury
"E Class",2019,39980,8853,7,1428,Minor,Premium
"GLC Class",2019,31480,13445,7,1428,Minor,Premium
"GLS Class",2019,47980,13110,7,2063,Minor,Luxury
"S Class",2019,44980,12007,7,2063,Minor,Luxury
"E Class",2018,29500,10250,8,1542,Major,Premium
"GLC Class",2016,23980,14643,10,1799,Major,Premium
"E Class",2017,22000,22990,9,1666,Minor,Premium
"C Class",2019,29500,6936,7,952,Minor,Standard
"E Class",2019,37000,6940,7,1428,Minor,Premium
"E Class",2019,25780,15009,7,1428,Minor,Premium
"C Class",2017,18480,33105,9,1111,Minor,Standard
"A Class",2018,19480,16548,8,686,Major,Economy
"S Class",2019,46980,7659,7,2063,Minor,Luxury
"CLS Class",2019,34980,5919,7,1428,Minor,Premium
"C Class",2018,27980,12173,8,1028,Major,Standard
"GLA Class",2018,25500,11638,8,686,Major,Economy
"E Class",2017,22500,18634,9,1666,Minor,Premium
"GLC Class",2017,28980,21112,9,1666,Minor,Premium
"A Class",2019,23480,13322,7,635,Minor,Economy
"C Class",2016,14981,35000,10,1199,Major,Standard
"C Class",2014,15981,49552,12,1399,Major,Standard
"A Class",2017,17981,24315,9,740,Minor,Economy
"C Class",2018,25302,17933,8,1028,Major,Standard
"CL Class",2019,29532,1556,7,2063,Minor,Luxury
"A Class",2016,14312,27925,10,800,Major,Economy
"CL Class",2016,29852,23692,10,2599,Major,Luxury
"A Class",2018,16552,14230,8,686,Major,Economy
"GLE Class",2019,46481,7796,7,1428,Minor,Premium
"CL Class",2015,23981,40602,11,2807,Minor,Luxury
"C Class",2016,17841,33532,10,1199,Major,Standard
"A Class",2019,18480,17945,7,635,Minor,Economy
"CLS Class",2019,36000,8264,7,1428,Minor,Premium
"A Class",2019,17980,17842,7,635,Minor,Economy
"A Class",2019,18480,18447,7,635,Minor,Economy
"A Class",2019,22480,14469,7,635,Minor,Economy
"C Class",2019,25980,12285,7,952,Minor,Standard
"GLC Class",2019,30980,13650,7,1428,Minor,Premium
"E Class",2019,24480,12065,7,1428,Minor,Premium
"C Class",2019,24980,11589,7,952,Minor,Standard
"A Class",2019,18480,20973,7,635,Minor,Economy
"A Class",2015,15481,33000,11,864,Minor,Economy
"GLC Class",2016,27981,7917,10,1799,Major,Premium
"GLA Class",2016,16591,48808,10,800,Major,Economy
"E Class",2016,18481,42752,10,1799,Major,Premium
"A Class",2018,21526,11716,8,686,Major,Economy
"A Class",2017,17192,31611,9,740,Minor,Economy
"GLA Class",2017,23981,7395,9,740,Minor,Economy
"GLE Class",2018,34981,16890,8,1542,Major,Premium
"C Class",2017,34981,22056,9,1111,Minor,Standard
"GLC Class",2017,24481,40058,9,1666,Minor,Premium
"A Class",2017,18480,15071,9,740,Minor,Economy
SLK,2016,16980,28852,10,1199,Major,Standard
"A Class",2017,15280,24767,9,740,Minor,Economy
"E Class",2016,17480,42112,10,1799,Major,Premium
"GLE Class",2016,29000,47956,10,1799,Major,Premium
"CLS Class",2018,33980,5203,8,1542,Major,Premium
"GLA Class",2016,19000,31348,10,800,Major,Economy
"C Class",2015,14000,43927,11,1295,Minor,Standard
"GLC Class",2017,26000,28773,9,1666,Minor,Premium
"B Class",2018,15980,679,8,686,Major,Economy
"M Class",2014,17500,60500,12,2098,Major,Premium
"A Class",2016,13995,66000,10,800,Major,Economy
"A Class",2016,17250,14000,10,800,Major,Economy
"A Class",2014,11250,58500,12,933,Major,Economy
"CL Class",2016,16120,41115,10,2599,Major,Luxury
"A Class",2016,15096,40576,10,800,Major,Economy
"CL Class",2015,19891,15061,11,2807,Minor,Luxury
"C Class",2017,13610,32783,9,1111,Minor,Standard
"B Class",2017,12699,31633,9,740,Minor,Economy
"E Class",2018,19800,33080,8,1542,Major,Premium
"V Class",2019,20691,18398,7,1428,Minor,Premium
"V Class",2018,19346,32095,8,1542,Major,Premium
"V Class",2019,20391,18552,7,1428,Minor,Premium
X-CLASS,2019,22995,8974,7,1428,Minor,Premium
"C Class",2017,18995,40400,9,1111,Minor,Standard
"C Class",2017,16995,24844,9,1111,Minor,Standard
"E Class",2013,9550,69124,13,2266,Minor,Premium
"GLC Class",2017,23242,52214,9,1666,Minor,Premium
"GLC Class",2017,23242,52214,9,1666,Minor,Premium
"SL CLASS",2017,21500,16000,9,2406,Minor,Luxury
"GLC Class",2019,35980,16,7,1428,Minor,Premium
"A Class",2020,23980,16,6,588,Major,Economy
"A Class",2020,24980,16,6,588,Major,Economy
"C Class",2020,33980,16,6,882,Major,Standard
"A Class",2019,23980,9,7,635,Minor,Economy
"A Class",2019,24480,9,7,635,Minor,Economy
"A Class",2019,23980,9,7,635,Minor,Economy
"GLE Class",2018,46980,6948,8,1542,Major,Premium
"A Class",2017,31980,28210,9,740,Minor,Economy
"GLC Class",2017,30980,23999,9,1666,Minor,Premium
"C Class",2020,29980,9,6,882,Major,Standard
"CL Class",2019,54980,9,7,2063,Minor,Luxury
"A Class",2019,31980,4309,7,635,Minor,Economy
"A Class",2020,26980,9,6,588,Major,Economy
"E Class",2017,24480,22469,9,1666,Minor,Premium
"C Class",2015,13500,37020,11,1295,Minor,Standard
"B Class",2019,21994,7068,7,635,Minor,Economy
"B Class",2019,25980,16,7,635,Minor,Economy
"C Class",2019,29980,5428,7,952,Minor,Standard
"GLA Class",2015,18980,35585,11,864,Minor,Economy
"C Class",2014,16964,20281,12,1399,Major,Standard
"A Class",2019,26980,16,7,635,Minor,Economy
"A Class",2019,22480,16,7,635,Minor,Economy
"A Class",2019,22980,16,7,635,Minor,Economy
"A Class",2019,23979,16,7,635,Minor,Economy
"A Class",2019,24980,16,7,635,Minor,Economy
"GLC Class",2019,30980,3999,7,1428,Minor,Premium
"E Class",2019,35980,9,7,1428,Minor,Premium
"C Class",2019,35980,9,7,952,Minor,Standard
"E Class",2020,36980,9,6,1322,Major,Premium
"C Class",2019,31980,9,7,952,Minor,Standard
"GLA Class",2015,15694,28541,11,864,Minor,Economy
"A Class",2016,17298,31879,10,800,Major,Economy
"GLA Class",2015,17298,28543,11,864,Minor,Economy
"A Class",2019,18991,18576,7,635,Minor,Economy
"A Class",2014,13490,41136,12,933,Major,Economy
"A Class",2017,16249,32396,9,740,Minor,Economy
"C Class",2018,22680,20039,8,1028,Major,Standard
"A Class",2014,11995,35214,12,933,Major,Economy
X-CLASS,2019,24895,12402,7,1428,Minor,Premium
"B Class",2018,19980,3945,8,686,Major,Economy
"A Class",2019,24980,9,7,635,Minor,Economy
"A Class",2019,25480,16,7,635,Minor,Economy
"A Class",2019,25480,16,7,635,Minor,Economy
"A Class",2020,26980,9,6,588,Major,Economy
"A Class",2020,26980,9,6,588,Major,Economy
"A Class",2018,22980,5999,8,686,Major,Economy
"GLC Class",2019,39980,3999,7,1428,Minor,Premium
"C Class",2019,24780,13539,7,952,Minor,Standard
"C Class",2019,26780,10340,7,952,Minor,Standard
"C Class",2019,20480,14620,7,952,Minor,Standard
"E Class",2019,25980,11116,7,1428,Minor,Premium
"GLA Class",2018,25980,9452,8,686,Major,Economy
"E Class",2016,17980,49096,10,1799,Major,Premium
"E Class",2019,34980,3917,7,1428,Minor,Premium
"CL Class",2018,21980,24045,8,2228,Major,Luxury
"C Class",2019,25480,12016,7,952,Minor,Standard
"A Class",2020,24980,16,6,588,Major,Economy
"C Class",2019,38500,3999,7,952,Minor,Standard
"GLC Class",2017,29480,27552,9,1666,Minor,Premium
"C Class",2019,31480,16,7,952,Minor,Standard
"GLE Class",2020,59980,14,6,1322,Major,Premium
"C Class",2020,22980,16,6,882,Major,Standard
"C Class",2020,31980,16,6,882,Major,Standard
"C Class",2020,31980,16,6,882,Major,Standard
"GLA Class",2020,27980,16,6,588,Major,Economy
"GLA Class",2020,27980,16,6,588,Major,Economy
"GLA Class",2020,27980,16,6,588,Major,Economy
"C Class",2019,29980,16,7,952,Minor,Standard
"C Class",2020,32980,16,6,882,Major,Standard
"GLE Class",2020,62980,49,6,1322,Major,Premium
"C Class",2020,33980,16,6,882,Major,Standard
"SL CLASS",2020,33980,382,6,1910,Major,Luxury
"GLB Class",2020,39980,349,6,882,Major,Standard
"GLE Class",2019,49980,2844,7,1428,Minor,Premium
"C Class",2019,45980,4504,7,952,Minor,Standard
"GLC Class",2020,49980,3999,6,1322,Major,Premium
"GLC Class",2020,49980,4001,6,1322,Major,Premium
"S Class",2020,64980,3999,6,1910,Major,Luxury
"GLA Class",2016,17480,21011,10,800,Major,Economy
"A Class",2019,23980,16,7,635,Minor,Economy
"C Class",2019,29980,16,7,952,Minor,Standard
"A Class",2019,26980,16,7,635,Minor,Economy
"A Class",2019,25480,16,7,635,Minor,Economy
"A Class",2019,26980,16,7,635,Minor,Economy
"A Class",2019,26980,16,7,635,Minor,Economy
"GLC Class",2020,39980,2599,6,1322,Major,Premium
"GLC Class",2020,39980,3999,6,1322,Major,Premium
"E Class",2019,25780,14832,7,1428,Minor,Premium
"A Class",2019,23480,10191,7,635,Minor,Economy
"E Class",2017,22980,20425,9,1666,Minor,Premium
"GLA Class",2018,19480,10637,8,686,Major,Economy
"E Class",2019,27980,14479,7,1428,Minor,Premium
"GLC Class",2019,30980,10217,7,1428,Minor,Premium
SLK,2016,16480,36363,10,1199,Major,Standard
"C Class",2020,35980,9,6,882,Major,Standard
"E Class",2020,36980,16,6,1322,Major,Premium
"A Class",2020,26980,16,6,588,Major,Economy
"A Class",2020,26980,16,6,588,Major,Economy
"A Class",2020,23980,16,6,588,Major,Economy
"C Class",2019,45980,2010,7,952,Minor,Standard
"GLE Class",2020,48980,3999,6,1322,Major,Premium
"GLC Class",2020,38980,3999,6,1322,Major,Premium
"GLC Class",2020,47980,3999,6,1322,Major,Premium
"C Class",2019,20980,15933,7,952,Minor,Standard
"GLC Class",2019,30980,5002,7,1428,Minor,Premium
"GLA Class",2019,23780,12580,7,635,Minor,Economy
"A Class",2015,13680,45376,11,864,Minor,Economy
"A Class",2019,23980,2555,7,635,Minor,Economy
"C Class",2019,26980,8072,7,952,Minor,Standard
"E Class",2019,25780,14259,7,1428,Minor,Premium
"E Class",2019,28980,3449,7,1428,Minor,Premium
"GLA Class",2019,23480,12741,7,635,Minor,Economy
"GLA Class",2019,23980,15012,7,635,Minor,Economy
"C Class",2019,20480,6459,7,952,Minor,Standard
"E Class",2019,24780,11852,7,1428,Minor,Premium
"C Class",2019,27980,7460,7,952,Minor,Standard
"C Class",2019,29480,7494,7,952,Minor,Standard
"C Class",2019,28980,3695,7,952,Minor,Standard
"C Class",2019,19980,14269,7,952,Minor,Standard
"E Class",2019,26980,1506,7,1428,Minor,Premium
"A Class",2019,20280,13191,7,635,Minor,Economy
"A Class",2020,27980,16,6,588,Major,Economy
"A Class",2020,49980,16,6,588,Major,Economy
"A Class",2020,24480,16,6,588,Major,Economy
"C Class",2020,32480,16,6,882,Major,Standard
"A Class",2019,20780,8043,7,635,Minor,Economy
"E Class",2019,25780,13319,7,1428,Minor,Premium
"E Class",2019,25780,14784,7,1428,Minor,Premium
"E Class",2019,26980,13278,7,1428,Minor,Premium
"M Class",2013,16991,56979,13,2266,Minor,Premium
"E Class",2019,24780,2000,7,1428,Minor,Premium
"E Class",2019,24780,2000,7,1428,Minor,Premium
"GLA Class",2020,25480,16,6,588,Major,Economy
"GLE Class",2016,34480,35879,10,1799,Major,Premium
"GLA Class",2016,16980,38096,10,800,Major,Economy
"GLA Class",2020,24980,16,6,588,Major,Economy
"C Class",2020,31480,9,6,882,Major,Standard
"GLE Class",2019,53980,11,7,1428,Minor,Premium
"GLC Class",2018,27480,7851,8,1542,Major,Premium
"GLE Class",2015,26480,29196,11,1943,Minor,Premium
"E Class",2017,20980,15843,9,1666,Minor,Premium
"C Class",2019,30980,4957,7,952,Minor,Standard
"E Class",2017,23480,23997,9,1666,Minor,Premium
"E Class",2017,24980,19893,9,1666,Minor,Premium
"C Class",2016,18480,14996,10,1199,Major,Standard
"C Class",2016,15480,36069,10,1199,Major,Standard
"E Class",2019,34480,6144,7,1428,Minor,Premium
"GLB Class",2020,38980,16,6,882,Major,Standard
"E Class",2019,25780,11082,7,1428,Minor,Premium
"E Class",2019,24780,14828,7,1428,Minor,Premium
"E Class",2019,24780,14648,7,1428,Minor,Premium
"E Class",2019,24780,13954,7,1428,Minor,Premium
"A Class",2019,20480,9411,7,635,Minor,Economy
