model_name,model_year,sale_price,mileage,car_age,yearly_maint,maintenance_status,assigned_tier
"C Class",2013,9000,56544,13,1511,Minor,Standard
"CL Class",2016,15999,30185,10,2599,Major,Luxury
"C Class",2017,18999,23637,9,1111,Minor,Standard
"E Class",2015,13499,74808,11,1943,Minor,Premium
"B Class",2016,11499,19590,10,800,Major,Economy
"A Class",2018,17999,4136,8,686,Major,Economy
"A Class",2016,12999,56986,10,800,Major,Economy
"GL Class",2017,17999,47424,9,2406,Minor,Luxury
"CLS Class",2015,18499,23446,11,1943,Minor,Premium
"GL Class",2015,19499,14295,11,2807,Minor,Luxury
"C Class",2015,15899,48361,11,1295,Minor,Standard
180,2014,10799,39240,12,933,Major,Economy
"E Class",2009,6999,114000,17,2643,Minor,Premium
"C Class",2013,11499,69900,13,1511,Minor,Standard
"C Class",2008,5999,91000,18,1762,Major,Standard
"E Class",2013,11950,48872,13,2266,Minor,Premium
"C Class",2018,23995,7200,8,1028,Major,Standard
"S Class",2016,26495,75000,10,2599,Major,Luxury
"CLS Class",2016,19495,20500,10,1799,Major,Premium
"C Class",2016,16000,34972,10,1199,Major,Standard
"C Class",2017,21489,19878,9,1111,Minor,Standard
"A Class",2016,10699,57924,10,800,Major,Economy
"A Class",2016,14499,27240,10,800,Major,Economy
"C Class",2013,8799,57172,13,1511,Minor,Standard
"GL Class",2016,16299,9780,10,2599,Major,Luxury
"E Class",2015,12295,81720,11,1943,Minor,Premium
"C Class",2016,15000,85040,10,1199,Major,Standard
"CLA Class",2015,14295,50510,11,864,Minor,Economy
"C Class",2015,12295,81940,11,1295,Minor,Standard
"C Class",2015,10500,82230,11,1295,Minor,Standard
"CLA Class",2014,12795,82580,12,933,Major,Economy
"A Class",2014,10000,55000,12,933,Major,Economy
"GLA Class",2015,13000,101060,11,864,Minor,Economy
"A Class",2018,17699,17237,8,686,Major,Economy
"C Class",2016,17699,14183,10,1199,Major,Standard
"A Class",2017,29995,7000,9,740,Minor,Economy
"GL Class",2015,17721,39970,11,2807,Minor,Luxury
"A Class",2016,16999,30258,10,800,Major,Economy
"M Class",2013,18999,27932,13,2266,Minor,Premium
"A Class",2016,14868,24658,10,800,Major,Economy
"C Class",2017,17249,27814,9,1111,Minor,Standard
"GL Class",2015,17949,18758,11,2807,Minor,Luxury
"C Class",2016,22900,33821,10,1199,Major,Standard
"A Class",2014,10528,48218,12,933,Major,Economy
"A Class",2016,13399,15307,10,800,Major,Economy
"A Class",2016,15339,19046,10,800,Major,Economy
"A Class",2016,9895,105430,10,800,Major,Economy
"E Class",2014,13000,76890,12,2098,Major,Premium
"A Class",2016,12795,80470,10,800,Major,Economy
"B Class",2014,9695,49480,12,933,Major,Economy
"C Class",2015,13999,79779,11,1295,Minor,Standard
"A Class",2013,12000,60369,13,1007,Minor,Economy
"A Class",2014,11699,60143,12,933,Major,Economy
"A Class",2015,11199,86662,11,864,Minor,Economy
"E Class",2015,13499,71496,11,1943,Minor,Premium
"E Class",2016,15499,48031,10,1799,Major,Premium
"C Class",2018,22995,19044,8,1028,Major,Standard
"A Class",2017,13222,47657,9,740,Minor,Economy
"A Class",2015,10999,70571,11,864,Minor,Economy
"A Class",2013,11651,61001,13,1007,Minor,Economy
"A Class",2012,9199,44387,14,1088,Major,Economy
"A Class",2013,10495,69197,13,1007,Minor,Economy
"C Class",2015,11695,103820,11,1295,Minor,Standard
"E Class",2015,15991,36705,11,1943,Minor,Premium
"E Class",2015,18995,7315,11,1943,Minor,Premium
"E Class",2015,18995,7315,11,1943,Minor,Premium
"E Class",2015,18995,7315,11,1943,Minor,Premium
"GLA Class",2015,15695,36105,11,864,Minor,Economy
"C Class",2016,13000,82590,10,1199,Major,Standard
"A Class",2015,11295,86890,11,864,Minor,Economy
"CLA Class",2016,13295,82100,10,800,Major,Economy
"A Class",2013,11195,69950,13,1007,Minor,Economy
"A Class",2016,14995,31800,10,800,Major,Economy
"C Class",2014,13498,28759,12,1399,Major,Standard
"A Class",2015,10998,79131,11,864,Minor,Economy
"GLA Class",2016,19395,34000,10,800,Major,Economy
"CLS Class",2019,39995,30000,7,1428,Minor,Premium
"V Class",2018,32748,12392,8,1542,Major,Premium
"C Class",2019,25495,4040,7,952,Minor,Standard
"E Class",2019,44995,1842,7,1428,Minor,Premium
"GLA Class",2015,16250,47851,11,864,Minor,Economy
"C Class",2016,14795,99470,10,1199,Major,Standard
"GLE Class",2017,28998,30854,9,1666,Minor,Premium
"A Class",2018,18298,25000,8,686,Major,Economy
"GLA Class",2015,18298,34066,11,864,Minor,Economy
"E Class",2013,13798,45000,13,2266,Minor,Premium
"A Class",2016,16798,43586,10,800,Major,Economy
"E Class",2019,58298,13493,7,1428,Minor,Premium
"A Class",2017,27248,26155,9,740,Minor,Economy
"E Class",2016,19248,42868,10,1799,Major,Premium
"GLE Class",2020,50995,20,6,1322,Major,Premium
"A Class",2015,13469,36050,11,864,Minor,Economy
"C Class",2016,18400,23907,10,1199,Major,Standard
"GL Class",2015,15499,27142,11,2807,Minor,Luxury
"GL Class",2016,16917,29834,10,2599,Major,Luxury
"E Class",2016,14989,86627,10,1799,Major,Premium
"C Class",2018,16999,26329,8,1028,Major,Standard
"CL Class",2015,14906,29500,11,2807,Minor,Luxury
"A Class",2013,12499,51896,13,1007,Minor,Economy
"GLB Class",2020,44298,20,6,882,Major,Standard
"C Class",2018,18998,15000,8,1028,Major,Standard
"A Class",2016,25998,31500,10,800,Major,Economy
"A Class",2018,21495,3701,8,686,Major,Economy
"E Class",2015,16298,38829,11,1943,Minor,Premium
"A Class",2016,13298,85627,10,800,Major,Economy
"A Class",2019,18748,11670,7,635,Minor,Economy
"E Class",2019,32998,8946,7,1428,Minor,Premium
"C Class",2019,29498,4885,7,952,Minor,Standard
"GLE Class",2018,28900,37463,8,1542,Major,Premium
"E Class",2017,19400,30000,9,1666,Minor,Premium
"C Class",2017,17900,19828,9,1111,Minor,Standard
"A Class",2020,43400,1750,6,588,Major,Economy
"GLC Class",2016,22900,20561,10,1799,Major,Premium
"E Class",2016,17900,35101,10,1799,Major,Premium
"S Class",2019,81900,21442,7,2063,Minor,Luxury
"CLA Class",2016,19748,34612,10,800,Major,Economy
"A Class",2020,25298,20,6,588,Major,Economy
"A Class",2020,28298,20,6,588,Major,Economy
"E Class",2013,13298,28500,13,2266,Minor,Premium
"GLC Class",2018,32245,25359,8,1542,Major,Premium
"C Class",2017,25998,26914,9,1111,Minor,Standard
"C Class",2015,18298,25000,11,1295,Minor,Standard
"GL Class",2017,17499,22750,9,2406,Minor,Luxury
"GLS Class",2018,42248,13609,8,2228,Major,Luxury
"GLC Class",2016,23245,61828,10,1799,Major,Premium
"CLA Class",2017,30748,11574,9,740,Minor,Economy
"A Class",2016,13186,43529,10,800,Major,Economy
"B Class",2019,20248,14421,7,635,Minor,Economy
"C Class",2016,18745,26344,10,1199,Major,Standard
"C Class",2018,25748,5454,8,1028,Major,Standard
"E Class",2015,19248,45607,11,1943,Minor,Premium
"C Class",2018,26748,17970,8,1028,Major,Standard
"A Class",2019,19245,15047,7,635,Minor,Economy
"GLC Class",2015,21745,35587,11,1943,Minor,Premium
"CLA Class",2016,20248,28916,10,800,Major,Economy
"A Class",2015,21745,33112,11,864,Minor,Economy
"CLS Class",2016,21245,46068,10,1799,Major,Premium
"A Class",2018,18798,12697,8,686,Major,Economy
"A Class",2019,18748,14587,7,635,Minor,Economy
"A Class",2019,18748,12032,7,635,Minor,Economy
"A Class",2019,18748,11426,7,635,Minor,Economy
"C Class",2020,61995,20,6,882,Major,Standard
"GLC Class",2020,43495,20,6,1322,Major,Premium
"S Class",2019,55298,1284,7,2063,Minor,Luxury
"GLC Class",2019,36998,1894,7,1428,Minor,Premium
"E Class",2019,47298,2894,7,1428,Minor,Premium
"A Class",2014,10759,33403,12,933,Major,Economy
"C Class",2016,15679,60619,10,1199,Major,Standard
"C Class",2017,14999,40272,9,1111,Minor,Standard
"CL Class",2015,13495,51208,11,2807,Minor,Luxury
"C Class",2016,19599,33197,10,1199,Major,Standard
"CL Class",2016,13799,52173,10,2599,Major,Luxury
"CL Class",2017,18999,35673,9,2406,Minor,Luxury
"C Class",2012,7699,80299,14,1632,Major,Standard
"CL Class",2015,17500,38131,11,2807,Minor,Luxury
"GLC Class",2020,42995,20,6,1322,Major,Premium
"A Class",2019,18748,14153,7,635,Minor,Economy
"E Class",2015,17248,39692,11,1943,Minor,Premium
"C Class",2018,28298,13500,8,1028,Major,Standard
"A Class",2017,18248,14439,9,740,Minor,Economy
"E Class",2020,42798,20,6,1322,Major,Premium
"B Class",2020,33298,20,6,588,Major,Economy
"E Class",2020,37298,20,6,1322,Major,Premium
"A Class",2019,19248,9837,7,635,Minor,Economy
"C Class",2016,13600,71077,10,1199,Major,Standard
"A Class",2014,14999,54533,12,933,Major,Economy
"CL Class",2016,18499,35446,10,2599,Major,Luxury
"C Class",2017,20599,17324,9,1111,Minor,Standard
"C Class",2017,16799,20850,9,1111,Minor,Standard
"A Class",2017,15999,7493,9,740,Minor,Economy
"B Class",2014,10999,29236,12,933,Major,Economy
"C Class",2012,9400,50848,14,1632,Major,Standard
"E Class",2016,17820,24514,10,1799,Major,Premium
"A Class",2019,18498,12432,7,635,Minor,Economy
"A Class",2019,18748,14687,7,635,Minor,Economy
"C Class",2016,20100,16662,10,1199,Major,Standard
"CL Class",2016,19500,23703,10,2599,Major,Luxury
"CL Class",2016,15750,46100,10,2599,Major,Luxury
"A Class",2014,14199,24941,12,933,Major,Economy
"A Class",2019,18748,11363,7,635,Minor,Economy
"A Class",2020,26998,20,6,588,Major,Economy
"A Class",2020,49298,20,6,588,Major,Economy
"CLA Class",2020,30298,20,6,588,Major,Economy
"B Class",2020,27798,245,6,588,Major,Economy
"CLS Class",2020,41298,20,6,1322,Major,Premium
"C Class",2015,14298,36643,11,1295,Minor,Standard
"C Class",2017,25248,24003,9,1111,Minor,Standard
"GLA Class",2017,16700,29159,9,740,Minor,Economy
"A Class",2015,13400,39578,11,864,Minor,Economy
"CL Class",2017,18000,35000,9,2406,Minor,Luxury
"C Class",2015,10700,62439,11,1295,Minor,Standard
"A Class",2016,15200,51970,10,800,Major,Economy
"A Class",2017,13400,52342,9,740,Minor,Economy
"A Class",2016,15400,36999,10,800,Major,Economy
"A Class",2017,13700,21643,9,740,Minor,Economy
"CL Class",2017,17200,26732,9,2406,Minor,Luxury
"GLE Class",2018,28800,35000,8,1542,Major,Premium
"A Class",2017,15200,43741,9,740,Minor,Economy
"B Class",2014,9900,46210,12,933,Major,Economy
"CL Class",2017,17000,52000,9,2406,Minor,Luxury
"CL Class",2016,17600,35000,10,2599,Major,Luxury
"A Class",2017,16300,13489,9,740,Minor,Economy
"GLA Class",2017,17400,38080,9,740,Minor,Economy
"A Class",2017,15600,24476,9,740,Minor,Economy
"CL Class",2017,17700,35840,9,2406,Minor,Luxury
"E Class",2016,16900,28575,10,1799,Major,Premium
"GLA Class",2016,14600,36357,10,800,Major,Economy
"CLS Class",2016,19200,33000,10,1799,Major,Premium
"C Class",2016,17600,19581,10,1199,Major,Standard
"E Class",2014,12900,46545,12,2098,Major,Premium
"A Class",2014,10300,48167,12,933,Major,Economy
"GLA Class",2016,18200,27516,10,800,Major,Economy
"GLA Class",2016,18100,45485,10,800,Major,Economy
"CL Class",2016,16500,56215,10,2599,Major,Luxury
"A Class",2016,17000,28142,10,800,Major,Economy
"A Class",2017,15850,19275,9,740,Minor,Economy
"A Class",2017,14700,56387,9,740,Minor,Economy
"CL Class",2017,14000,74245,9,2406,Minor,Luxury
"GLA Class",2017,16300,32681,9,740,Minor,Economy
"C Class",2015,16000,18263,11,1295,Minor,Standard
"A Class",2016,12400,54697,10,800,Major,Economy
"A Class",2016,13200,61000,10,800,Major,Economy
"C Class",2016,18600,24836,10,1199,Major,Standard
"SL CLASS",2016,16500,26955,10,2599,Major,Luxury
"C Class",2016,18000,40267,10,1199,Major,Standard
"A Class",2016,15700,23924,10,800,Major,Economy
"B Class",2017,14000,26993,9,740,Minor,Economy
"A Class",2017,16000,18247,9,740,Minor,Economy
"B Class",2013,9000,48462,13,1007,Minor,Economy
"A Class",2014,13500,38313,12,933,Major,Economy
"C Class",2014,12500,50364,12,1399,Major,Standard
"C Class",2016,17900,25522,10,1199,Major,Standard
"A Class",2013,11800,60032,13,1007,Minor,Economy
"A Class",2016,14700,28732,10,800,Major,Economy
"B Class",2016,12300,39838,10,800,Major,Economy
"E Class",2017,19200,55910,9,1666,Minor,Premium
"A Class",2013,10800,59135,13,1007,Minor,Economy
"GLA Class",2017,16200,20000,9,740,Minor,Economy
"GLA Class",2017,18000,41269,9,740,Minor,Economy
"A Class",2017,17100,16365,9,740,Minor,Economy
"GLA Class",2018,18800,31378,8,686,Major,Economy
"E Class",2014,15000,47709,12,2098,Major,Premium
"A Class",2015,12900,22369,11,864,Minor,Economy
"A Class",2017,15200,22289,9,740,Minor,Economy
"C Class",2015,16700,35125,11,1295,Minor,Standard
"B Class",2017,15700,16856,9,740,Minor,Economy
"C Class",2015,12900,26501,11,1295,Minor,Standard
"C Class",2013,9700,57801,13,1511,Minor,Standard
"C Class",2016,16200,23216,10,1199,Major,Standard
"GLC Class",2017,25400,28838,9,1666,Minor,Premium
"GLA Class",2015,17000,28952,11,864,Minor,Economy
"A Class",2016,16000,19596,10,800,Major,Economy
"A Class",2016,19100,27208,10,800,Major,Economy
"A Class",2017,15700,19286,9,740,Minor,Economy
"A Class",2016,16800,30876,10,800,Major,Economy
"CL Class",2016,20800,22878,10,2599,Major,Luxury
"C Class",2015,18700,39004,11,1295,Minor,Standard
"B Class",2017,13500,29836,9,740,Minor,Economy
"A Class",2018,17500,19796,8,686,Major,Economy
"CL Class",2017,18300,31800,9,2406,Minor,Luxury
"C Class",2016,14000,44263,10,1199,Major,Standard
"A Class",2018,20000,11922,8,686,Major,Economy
"B Class",2018,19000,7171,8,686,Major,Economy
"C Class",2016,19000,32743,10,1199,Major,Standard
"CL Class",2016,20100,16249,10,2599,Major,Luxury
"C Class",2015,14500,32712,11,1295,Minor,Standard
"E Class",2017,20300,23179,9,1666,Minor,Premium
"C Class",2014,16300,30819,12,1399,Major,Standard
"A Class",2015,14000,26956,11,864,Minor,Economy
"C Class",2016,19100,49335,10,1199,Major,Standard
"C Class",2015,15700,36078,11,1295,Minor,Standard
"CL Class",2016,18700,34091,10,2599,Major,Luxury
"GLA Class",2016,16000,50834,10,800,Major,Economy
"A Class",2015,10900,47290,11,864,Minor,Economy
"A Class",2017,16750,31913,9,740,Minor,Economy
"C Class",2018,19900,20000,8,1028,Major,Standard
"C Class",2016,20200,16957,10,1199,Major,Standard
"B Class",2016,12500,38536,10,800,Major,Economy
"B Class",2015,14200,23915,11,864,Minor,Economy
"E Class",2016,20800,40000,10,1799,Major,Premium
"C Class",2017,21400,54500,9,1111,Minor,Standard
"GLA Class",2016,14400,59865,10,800,Major,Economy
"C Class",2017,18500,36831,9,1111,Minor,Standard
"GLA Class",2019,22600,19193,7,635,Minor,Economy
"C Class",2015,19100,12586,11,1295,Minor,Standard
"C Class",2016,18300,26239,10,1199,Major,Standard
"A Class",2016,20500,15042,10,800,Major,Economy
"GLA Class",2017,16000,34635,9,740,Minor,Economy
"C Class",2013,12000,37236,13,1511,Minor,Standard
"B Class",2017,13800,32374,9,740,Minor,Economy
"A Class",2015,12200,34320,11,864,Minor,Economy
"A Class",2016,12900,60404,10,800,Major,Economy
"B Class",2015,8800,43543,11,864,Minor,Economy
"C Class",2017,19600,39480,9,1111,Minor,Standard
"GLA Class",2018,20700,21000,8,686,Major,Economy
"A Class",2014,10500,45000,12,933,Major,Economy
"B Class",2017,16000,10445,9,740,Minor,Economy
"E Class",2013,11000,65792,13,2266,Minor,Premium
"CL Class",2016,18000,36890,10,2599,Major,Luxury
"A Class",2014,12000,43937,12,933,Major,Economy
"GLA Class",2017,16500,44708,9,740,Minor,Economy
"GLE Class",2017,38191,19157,9,1666,Minor,Premium
"CLA Class",2017,17999,31555,9,740,Minor,Economy
"C Class",2016,19300,18903,10,1199,Major,Standard
"A Class",2016,15100,40297,10,800,Major,Economy
"C Class",2017,15000,30528,9,1111,Minor,Standard
"CL Class",2015,16600,19380,11,2807,Minor,Luxury
"CL Class",2015,18700,38167,11,2807,Minor,Luxury
"CL Class",2016,18300,42550,10,2599,Major,Luxury
"CL Class",2015,19600,34414,11,2807,Minor,Luxury
"C Class",2017,19000,31176,9,1111,Minor,Standard
"E Class",2015,15700,34075,11,1943,Minor,Premium
"C Class",2016,18300,34295,10,1199,Major,Standard
"E Class",2017,28800,14566,9,1666,Minor,Premium
"GLC Class",2017,28900,21000,9,1666,Minor,Premium
"SL CLASS",2019,23400,2687,7,2063,Minor,Luxury
"C Class",2019,30900,2776,7,952,Minor,Standard
"GLE Class",2019,48900,10163,7,1428,Minor,Premium
"GLC Class",2017,28900,6587,9,1666,Minor,Premium
"E Class",2017,24900,28500,9,1666,Minor,Premium
"C Class",2017,17400,41677,9,1111,Minor,Standard
"C Class",2017,19700,49365,9,1111,Minor,Standard
"C Class",2015,14800,70832,11,1295,Minor,Standard
"GLE Class",2019,54900,5000,7,1428,Minor,Premium
"C Class",2019,23400,8000,7,952,Minor,Standard
"C Class",2019,28900,6000,7,952,Minor,Standard
"A Class",2017,17400,18200,9,740,Minor,Economy
"E Class",2017,24900,17736,9,1666,Minor,Premium
"E Class",2015,19400,34000,11,1943,Minor,Premium
"C Class",2018,46900,1977,8,1028,Major,Standard
"C Class",2017,21400,26000,9,1111,Minor,Standard
"C Class",2019,23200,7000,7,952,Minor,Standard
"CLA Class",2017,25900,25517,9,740,Minor,Economy
"GLC Class",2019,35400,6000,7,1428,Minor,Premium
"A Class",2019,24400,6000,7,635,Minor,Economy
"C Class",2019,29900,1000,7,952,Minor,Standard
"E Class",2019,43600,5100,7,1428,Minor,Premium
"C Class",2019,24400,6000,7,952,Minor,Standard
"CLS Class",2013,11900,69300,13,2266,Minor,Premium
"A Class",2017,31400,12609,9,740,Minor,Economy
"SL CLASS",2017,19700,28380,9,2406,Minor,Luxury
"GLC Class",2019,39900,2502,7,1428,Minor,Premium
"E Class",2019,34400,10434,7,1428,Minor,Premium
"GLE Class",2017,26800,50964,9,1666,Minor,Premium
"S Class",2019,40900,15251,7,2063,Minor,Luxury
"C Class",2017,25900,15808,9,1111,Minor,Standard
"SL CLASS",2018,39900,12975,8,2228,Major,Luxury
"GLA Class",2019,23200,2953,7,635,Minor,Economy
"A Class",2018,17800,13717,8,686,Major,Economy
"GLE Class",2018,37300,5597,8,1542,Major,Premium
"GLE Class",2015,48400,13212,11,1943,Minor,Premium
"C Class",2016,15400,41899,10,1199,Major,Standard
"A Class",2017,17200,23593,9,740,Minor,Economy
"E Class",2019,44400,12257,7,1428,Minor,Premium
"GLA Class",2017,17200,25162,9,740,Minor,Economy
"A Class",2018,90900,9141,8,686,Major,Economy
"CLS Class",2019,33400,11704,7,1428,Minor,Premium
"A Class",2019,18300,13877,7,635,Minor,Economy
"A Class",2017,14700,20831,9,740,Minor,Economy
"B Class",2019,25900,13682,7,635,Minor,Economy
"B Class",2019,26900,9373,7,635,Minor,Economy
"E Class",2019,37900,10190,7,1428,Minor,Premium
"CLS Class",2017,21900,32977,9,1666,Minor,Premium
"A Class",2017,18000,33282,9,740,Minor,Economy
"C Class",2015,18500,30891,11,1295,Minor,Standard
"A Class",2019,18900,8170,7,635,Minor,Economy
"S Class",2017,38800,18066,9,2406,Minor,Luxury
"C Class",2016,18600,29173,10,1199,Major,Standard
"GLC Class",2017,30400,30136,9,1666,Minor,Premium
"A Class",2019,18800,9725,7,635,Minor,Economy
"A Class",2019,18900,9533,7,635,Minor,Economy
"A Class",2019,18800,8478,7,635,Minor,Economy
"A Class",2019,18900,9906,7,635,Minor,Economy
"A Class",2019,19200,7325,7,635,Minor,Economy
"A Class",2015,14000,27938,11,864,Minor,Economy
"A Class",2015,13300,40599,11,864,Minor,Economy
"GLA Class",2016,15000,29774,10,800,Major,Economy
"GLA Class",2016,18200,23746,10,800,Major,Economy
"C Class",2015,18000,35229,11,1295,Minor,Standard
"C Class",2016,20000,23676,10,1199,Major,Standard
"GLA Class",2016,19500,25922,10,800,Major,Economy
"SL CLASS",2017,20900,26560,9,2406,Minor,Luxury
"GLA Class",2015,15900,50147,11,864,Minor,Economy
"GLA Class",2016,18400,49000,10,800,Major,Economy
"CLS Class",2013,12400,51423,13,2266,Minor,Premium
"C Class",2017,19900,40000,9,1111,Minor,Standard
"B Class",2017,16900,19817,9,740,Minor,Economy
"B Class",2018,17600,8500,8,686,Major,Economy
"C Class",2019,21400,6000,7,952,Minor,Standard
"C Class",2019,24400,10000,7,952,Minor,Standard
"GLE Class",2019,45900,20186,7,1428,Minor,Premium
"A Class",2019,18200,12473,7,635,Minor,Economy
"C Class",2017,20200,16087,9,1111,Minor,Standard
"C Class",2015,12795,101480,11,1295,Minor,Standard
"A Class",2020,43900,6000,6,588,Major,Economy
"E Class",2018,21000,29679,8,1542,Major,Premium
"A Class",2017,15980,11100,9,740,Minor,Economy
"A Class",2016,16500,32315,10,800,Major,Economy
"C Class",2016,13295,90980,10,1199,Major,Standard
"A Class",2015,10500,70610,11,864,Minor,Economy
"E Class",2016,12000,117660,10,1799,Major,Premium
"B Class",2013,7395,70230,13,1007,Minor,Economy
"GLA Class",2016,14500,70480,10,800,Major,Economy
"A Class",2015,11500,67060,11,864,Minor,Economy
"A Class",2014,12000,68420,12,933,Major,Economy
"E Class",2014,12500,42510,12,2098,Major,Premium
